Data,Label
আপনাদের ভালবাসা আমার অগ্রযাত্রা আশা করি সামনেও আপনাদের সকলের এমন ভাল রেসপন্স পাবো সবার প্রতি ভালোবাসা অবিরাম ধন্যবাদ সবাইকে,1
অসাধারণ নাটক খুব ভালো লাগলো,1
২০১৯ সালের সেরা নাটক।  কালকে দেখছি নাটকটা খুব ভালো লাগছে।,1
আমিও দেখেছি নাটকটি!সত্যিকারের ভালোবাসার সবসময় জয় হবেই!🙂🤘অনেক ভালো লাগলো!,1
অসম্ভব সুন্দর ছিলো এই নাটক টাধন্যবাদ আরিয়ান ভাই,1
এই জুটি টা বরাবরি অসাধারন।নিসু ভাই আমাদের টাংগাইলের।ভালবাসা টাংগাইলের তরী ব্যান্ডের পক্ষ থেকে।,1
দেখা শুরু করলাম মনে হয় ভালো হবে,1
এক কথা অসাধারণ একটা নাটক উপহার দিয়েছেন,1
আরফান নিশোর নিউ লুক টা বেশ ভালো। ওয়েট লুজ করার পর একদম নাইনটিজ এর নিশোর মতো লাগছে,1
প্রথমে ধন্যবাদ জানাবো তুমি আমারই নাটকের টিমের সকল সদস্যদের সৃজনশীল মেধাবী গুনি নি’মাতা মিজানুর রহমান আরিয়ানকেটেলিফিল্মটা সত্যি মেরিল প্রথম আলো পুরস্কার প্রাপ্ত২০১৯ নাটকের গানপার ফরম সেন্স দিক থেকে ওয়ান ওফ দ্যা ব্যাস্ট ড্রামা সবশেষে আমার প্রিয় অভিনেতা আফরান নিশুমেহজাবিন চৌধুরীকে সুন্দর নাটক উপহার দেওয়ার জন্য আন্তরিকভাবে অভিনন্দন জানাই God bless you!,1
আরিয়ান ভাই মানেই অন্যকিছুএবার এ্যায়ার্ড আপনার হাতেইঅসাধারণ ভাই,1
শেষ অংশটা দারুণ,1
বাংলা কবির সিং বললে ভুল হবে নাচাল-চলন পুরাই কবির সিং,1
সব ভালোবাসায় এমন কেনো বাধা আসে,1
লাভ ইউ নিশু ভাইয়া। কে কে নিশু ভাইকে ভালবাসো,1
এই নাটক টা অনেক দূরে যাবেafran nisho best actor,1
অসাধারণ নাটক এক কথায় দারুন,1
এককথায় অসাধারণ হয়েছে... সুন্দর একটা গল্প,1
নিশো ভাই সেরা,1
এত বেশি ভালো লাগে জা বলতে পারবোনা জখুন ইউটিউবে ঢুকেই দেখি প্রথমেই ভাইয়ের নতুন নাটক তখুন সব ভুইলা জাইঅনেক বেশি ভালো বাসি নিশো ভাই তোমাকে,1
